PLAYER,LOCATION,Latitude,Longitude,DISTANCE (miles),COMBINE,Local Ties,TOURNAMENT LOCATION,Latitude Tournament,Longitude Tournament,TYPE
Kevin Dougherty,"Stillwater, Oklahoma",36.1230° N,97.0583° W,430.7549232,Kevin DoughertyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Scott Gutschewski,"Lincoln, Nebraska",40.8136° N,96.7026° W,354.6291135,Scott GutschewskiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Scott Hend,N/A,,,,Scott HendNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Grayson Murray,"Greenville, North Carolina",,,,Grayson MurrayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tapio Pulkkanen,N/A,,,,Tapio PulkkanenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Pep Angles,N/A,,,,Pep AnglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sangmoon Bae,N/A,,,,Sangmoon BaeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Scott Gutschewski,"Lincoln, Nebraska",40.8136° N,96.7026° W,354.6291135,Scott GutschewskiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Gonzalo Fernandez-Castaño,N/A,,,,Gonzalo Fernandez-CastañoNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Anders Albertson,"Atlanta, Georgia",33.7490° N,84.3880° W,301.72143,Anders AlbertsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Aaron Wise,"Eugene, Oregon",44.0459° N,123.0746° W,997.1231233,Aaron WiseNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Dawie van der Walt,"Beaumont, Texas",,,,Dawie van der WaltNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jbe Kruger,N/A,,,,Jbe KrugerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Erik Barnes,"Austin, Texas",30.2672° N,97.7431° W,583.0323671,Erik BarnesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Cameron Percy,N/A,,,,Cameron PercyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Michael Johnson,"Auburn, Alabama",32.6099° N,85.4808° W,345.1692758,Michael JohnsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Wenyi Ding,"Tempe, Arizona",33.4255° N,111.9400° W,839.4496643,Wenyi DingNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Wil Bateman,"San Diego, California",32.7157° N,117.1611° W,982.6493117,Wil BatemanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Denzel Ieremia,"Ames, Iowa",,,,Denzel IeremiaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Renato Paratore,N/A,,,,Renato ParatoreNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Alexander Levy,N/A,,,,Alexander LevyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Hunter Stewart,"Nashville, Tennessee",36.1627° N,86.7816° W,237.3720848,Hunter StewartNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Baker,"Ames, Iowa",,,,Chris BakerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
David Hearn,"Laramie, Wyoming",,,,David HearnNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jediah Morgan,N/A,,,,Jediah MorganNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matthew Anderson,N/A,,,,Matthew AndersonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Paul Barjon,"Fort Worth, Texas",32.7555° N,97.3308° W,511.4035986,Paul BarjonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Scott Brown,"Columbia, South Carolina",34.0007° N,81.0348° W,296.5354676,Scott BrownNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Ross Fisher,N/A,,,,Ross FisherNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
James Morrison,N/A,,,,James MorrisonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Kirkpatrick,N/A,,,,Chris KirkpatrickNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jack Senior,N/A,,,,Jack SeniorNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Christo Lamprecht,"Atlanta, Georgia",33.7490° N,84.3880° W,301.72143,Christo LamprechtNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Michael Lorenzo-Vera,N/A,,,,Michael Lorenzo-VeraNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tom Adrounie,N/A,,,,Tom AdrounieNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matthew McCarty,"Santa Clara, California",37.3505° N,121.9394° W,1034.477347,Matthew McCartyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Julian Suri,"Durham, North Carolina",35.9940° N,78.8986° W,249.2871173,Julian SuriNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Javier Sainz,N/A,,,,Javier SainzNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tjaart van der Walt,N/A,,,,Tjaart van der WaltNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chase Seiffert,"Tallahassee, Florida",30.4383° N,84.2807° W,415.3793751,Chase SeiffertNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Stephen Stallings Jr.,"Lexington, Kentucky",38.0406° N,84.5037° W,155.8011514,Stephen Stallings Jr.Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Bryson Nimmer,"Clemson, South Carolina",34.6786° N,82.8385° W,267.7724948,Bryson NimmerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Stroud,"Beaumont, Texas",,,,Chris StroudNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Robert Streb,"Manhattan, Kansas",,,,Robert StrebNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Michael Gligic,N/A,,,,Michael GligicNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Harrison Endycott,N/A,,,,Harrison EndycottNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sean O'Hair,N/A,,,,Sean O'HairNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Mike Weir,"Provo, Utah",40.2483° N,111.6492° W,740.1717491,Mike WeirNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tomoharu Otsuki,N/A,,,,Tomoharu OtsukiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Naegel,N/A,,,,Chris NaegelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Maximilian Kieffer,N/A,,,,Maximilian KiefferNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Dylan Meyer,"Urbana-Champaign, Illinois",40.1097° N,88.2272° W,154.7149879,Dylan MeyerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Adam Long,"Durham, North Carolina",35.9940° N,78.8986° W,249.2871173,Adam LongNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Dominic Bozzelli,"Auburn, Alabama",32.6099° N,85.4808° W,345.1692758,Dominic BozzelliNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Thomas Bjørn,N/A,,,,Thomas BjørnNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Keoninh Lee,N/A,,,,Keoninh LeeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Rafa Cabrera Bello,N/A,,,,Rafa Cabrera BelloNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matt Short,N/A,,,,Matt ShortNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jesper Kennegard,N/A,,,,Jesper KennegardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Maverick Antcliff,N/A,,,,Maverick AntcliffNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
James Hahn,"Berkeley, California",37.8719° N,122.2585° W,1035.951455,James HahnNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Michael Block,"St. Louis, Missouri",38.6270° N,90.1994° W,227.3045033,Michael BlockNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jaime Lopez Rivarola,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Jaime Lopez RivarolaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nick Voke,"Ames, Iowa",,,,Nick VokeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Billy Kennerly,"Clemson, South Carolina",34.6786° N,82.8385° W,267.7724948,Billy KennerlyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Michael Sweeney,N/A,,,,Michael SweeneyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jack McDonald,N/A,,,,Jack McDonaldNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Kevin Dougherty,"Stillwater, Oklahoma",36.1230° N,97.0583° W,430.7549232,Kevin DoughertyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sam Jones,N/A,,,,Sam JonesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Paisley,"Knoxville, Tennessee",35.9606° N,83.9207° W,224.3782639,Chris PaisleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Morten Ørum Madsen,N/A,,,,Morten Ørum MadsenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Simon Forsström,N/A,,,,Simon ForsströmNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Alvaro Quiros,N/A,,,,Alvaro QuirosNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Brandon Matthews,"Philadelphia, Pennsylvania",39.9526° N,75.1652° W,223.8027783,Brandon MatthewsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Williams,"Seattle, Washington",47.6062° N,122.3321° W,963.3814057,Chris WilliamsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Dimi Papadatos,N/A,,,,Dimi PapadatosNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Laurie Lewis,N/A,,,,Laurie LewisNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Pontus Nyholm,N/A,,,,Pontus NyholmNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
David Law,N/A,,,,David LawNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jaco Prinsloo,N/A,,,,Jaco PrinslooNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Brent Grant,N/A,,,,Brent GrantNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Haydn Porteous,N/A,,,,Haydn PorteousNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Korn Ferry,N/A,,,,Korn FerryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matt Every,"Gainesville, Florida",29.6516° N,82.3248° W,441.8895238,Matt EveryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Paul Haley II,"Atlanta, Georgia",33.7490° N,84.3880° W,301.72143,Paul Haley IINot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nick Watney,"Fresno, California",36.7378° N,119.7871° W,987.7280125,Nick WatneyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Martin Trainer,"Los Angeles, California",34.0522° N,118.2437° W,987.9094537,Martin TrainerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Martin Kaymer,N/A,,,,Martin KaymerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Austin Cook,"Fayetteville, Arkansas",36.0626° N,94.1574° W,367.5104198,Austin CookNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
David Lingmerth,"Fayetteville, Arkansas",36.0626° N,94.1574° W,367.5104198,David LingmerthNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jasper Stubbs,N/A,,,,Jasper StubbsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
M.J. Daffue,"Beaumont, Texas",,,,M.J. DaffueNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nicholas Lindheim,N/A,,,,Nicholas LindheimNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jarryd Felton,N/A,,,,Jarryd FeltonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Rafael Becker,N/A,,,,Rafael BeckerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
James Nicholas,"New Haven, Connecticut",,,,James NicholasNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Ryan Brehm,"East Lansing, Michigan",42.7370° N,84.4824° W,36.12907942,Ryan BrehmLikely,Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Michael Feagles,"Urbana-Champaign, Illinois",40.1097° N,88.2272° W,154.7149879,Michael FeaglesNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
,,,,,Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
,,,,,Not Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Scottie Scheffler,"Austin, Texas",30.2672° N,97.7431° W,583.0323671,Scottie SchefflerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Xander Schauffele,"San Diego, California",32.7157° N,117.1611° W,982.6493117,Xander SchauffeleNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Rory McIlroy,N/A,,,,Rory McIlroyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Ludvig Aberg,"Lubbock, Texas",33.5779° N,101.8552° W,592.4917628,Ludvig AbergNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Collin Morikawa,"Berkeley, California",37.8719° N,122.2585° W,1035.951455,Collin MorikawaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Hideki Matsuyama,"Sendai, Japan",38.2688° N,140.8694° E,3107.390602,Hideki MatsuyamaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Wyndham Clark,"Eugene, Oregon",44.0459° N,123.0746° W,997.1231233,Wyndham ClarkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tyrrell Hatton,N/A,,,,Tyrrell HattonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Justin Thomas,"Tuscaloosa, Alabama",33.2098° N,87.5692° W,340.5742503,Justin ThomasNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tommy Fleetwood,N/A,,,,Tommy FleetwoodNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Bryson DeChambeau,"Dallas, Texas",32.7767° N,96.7970° W,499.9730235,Bryson DeChambeauNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Patrick Cantlay,"Los Angeles, California",34.0522° N,118.2437° W,987.9094537,Patrick CantlayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Maverick McNealy,"Palo Alto, California",37.4419° N,122.1430° W,1038.477217,Maverick McNealyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Viktor Hovland,"Stillwater, Oklahoma",36.1230° N,97.0583° W,430.7549232,Viktor HovlandNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Keegan Bradley,"Queens, New York",40.7227° N,73.8601° W,246.4625009,Keegan BradleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Robert MacIntyre,N/A,,,,Robert MacIntyreNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Russell Henley,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Russell HenleyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Shane Lowry,N/A,,,,Shane LowryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sepp Straka,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Sepp StrakaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Billy Horschel,"Gainesville, Florida",29.6516° N,82.3248° W,441.8895238,Billy HorschelNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sahith Theegala,"Malibu, California",34.0250° N,118.7795° W,1001.952615,Sahith TheegalaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sungjae Im,N/A,,,,Sungjae ImNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Thomas Detry,"Urbana-Champaign, Illinois",40.1097° N,88.2272° W,154.7149879,Thomas DetryNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Aaron Rai,N/A,,,,Aaron RaiNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tom Kim,N/A,,,,Tom KimNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Adam Scott,"Las Vegas, Nevada",36.1699° N,115.1398° W,877.0873629,Adam ScottNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tony Finau,N/A,,,,Tony FinauNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sam Burns,"Baton Rouge, Louisiana",30.4515° N,91.1871° W,469.9173256,Sam BurnsNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Akshay Bhatia,N/A,,,,Akshay BhatiaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nick Taylor,"Seattle, Washington",47.6062° N,122.3321° W,963.3814057,Nick TaylorNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nick Dunlap,"Tuscaloosa, Alabama",33.2098° N,87.5692° W,340.5742503,Nick DunlapNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Byeong Hun An,N/A,,,,Byeong Hun AnNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jason Day,N/A,,,,Jason DayNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Harris English,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Harris EnglishNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Max Greyserman,"Durham, North Carolina",35.9940° N,78.8986° W,249.2871173,Max GreysermanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Denny McCarthy,"Charlottesville, Virginia",38.0339° N,78.5090° W,194.5003989,Denny McCarthyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Brian Harman,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Brian HarmanNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Justin Rose,N/A,,,,Justin RoseNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
J.T. Poston,"Cullowhee, North Carolina",35.3090° N,83.1835° W,245.8865114,J.T. PostonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Taylor Pendrith,"Kent, Ohio",41.1523° N,81.3582° W,63.33030493,Taylor PendrithPossible,Possible,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Lucas Glover,"Clemson, South Carolina",34.6786° N,82.8385° W,267.7724948,Lucas GloverNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Stephan Jaeger,"Chattanooga, Tennessee",35.0456° N,85.3097° W,261.6554255,Stephan JaegerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matthieu Pavon,N/A,,,,Matthieu PavonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Austin Eckroat,"Stillwater, Oklahoma",36.1230° N,97.0583° W,430.7549232,Austin EckroatNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Rasmus Højgaard,N/A,,,,Rasmus HøjgaardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nico Echavarria,"Fayetteville, Arkansas",36.0626° N,94.1574° W,367.5104198,Nico EchavarriaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Cameron Young,"Winston-Salem, North Carolina",36.0999° N,80.2442° W,231.7145804,Cameron YoungNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Davis Thompson,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Davis ThompsonNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Cam Davis,N/A,,,,Cam DavisNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Corey Conners,"Kent, Ohio",41.1523° N,81.3582° W,63.33030493,Corey ConnersPossible,Possible,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Christiaan Bezuidenhout,N/A,,,,Christiaan BezuidenhoutNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Daniel Berger,"Tallahassee, Florida",30.4383° N,84.2807° W,415.3793751,Daniel BergerNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Laurie Canter,N/A,,,,Laurie CanterNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jon Rahm,"Tempe, Arizona",33.4255° N,111.9400° W,839.4496643,Jon RahmNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Min Woo Lee,N/A,,,,Min Woo LeeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matt McCarty,"Eugene, Oregon",44.0459° N,123.0746° W,997.1231233,Matt McCartyNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Ben Griffin,"Chapel Hill, North Carolina",35.9132° N,79.0558° W,249.9475621,Ben GriffinNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Eric Cole,"Fort Lauderdale, Florida",26.1224° N,80.1373° W,569.5739032,Eric ColeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Thriston Lawrence,N/A,,,,Thriston LawrenceNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matt Fitzpatrick,"Evanston, Illinois",42.0565° N,87.6753° W,117.0319153,Matt FitzpatrickNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Alex Noren,"Stillwater, Oklahoma",36.1230° N,97.0583° W,430.7549232,Alex NorenNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jhonattan Vegas,"Austin, Texas",30.2672° N,97.7431° W,583.0323671,Jhonattan VegasNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Max Homa,"Berkeley, California",37.8719° N,122.2585° W,1035.951455,Max HomaNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Mackenzie Hughes,"Kent, Ohio",41.1523° N,81.3582° W,63.33030493,Mackenzie HughesPossible,Possible,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Si Woo Kim,N/A,,,,Si Woo KimNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Will Zalatoris,"Winston-Salem, North Carolina",36.0999° N,80.2442° W,231.7145804,Will ZalatorisNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Tom Hoge,"Fort Worth, Texas",32.7555° N,97.3308° W,511.4035986,Tom HogeNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Nicolai Højgaard,N/A,,,,Nicolai HøjgaardNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Adam Hadwin,"Louisville, Kentucky",38.2527° N,85.7585° W,159.9593139,Adam HadwinNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Jordan Spieth,"Austin, Texas",30.2672° N,97.7431° W,583.0323671,Jordan SpiethNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Kevin Yu,"Tempe, Arizona",33.4255° N,111.9400° W,839.4496643,Kevin YuNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Chris Kirk,"Athens, Georgia",33.9519° N,83.3576° W,292.8325618,Chris KirkNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Patrick Rodgers,"Palo Alto, California",37.4419° N,122.1430° W,1038.477217,Patrick RodgersNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Joaquin Niemann,N/A,,,,Joaquin NiemannNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Matt Wallace,"Jacksonville, Alabama",33.8315° N,85.7616° W,305.3945771,Matt WallaceNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
Sam Stevens,"Stillwater, Oklahoma",36.1230° N,97.0583° W,430.7549232,Sam StevensNot Likely,Not Likely,"Detroit, MI",42.4263°N,83.1262°W,COLLEGE
